1753339,151,5/17/2010,7:39:02 PM,181,32
1753338,151,5/17/2010,7:40:06 PM,47,32
1753337,151,5/17/2010,7:41:14 PM,121,32
1753336,151,5/17/2010,7:42:25 PM,62,32
1753335,151,5/17/2010,7:43:17 PM,23,32
1753334,151,5/17/2010,7:44:17 PM,222,32
1753333,151,5/17/2010,7:45:23 PM,230,32
1753332,151,5/17/2010,7:49:26 PM,62,32
1753331,151,5/17/2010,7:50:39 PM,234,32
1753330,151,5/17/2010,7:58:56 PM,33,32
1753329,151,5/17/2010,8:08:09 PM,51,32
1753328,151,5/17/2010,8:09:17 PM,32,32
1753327,151,5/17/2010,8:10:43 PM,63,32
1753326,151,5/17/2010,8:11:33 PM,51,32
1753325,151,5/17/2010,8:26:22 PM,116,32
1753324,151,5/17/2010,8:28:35 PM,38,32
1753323,151,5/17/2010,8:30:20 PM,73,32
1753322,151,5/17/2010,8:31:00 PM,51,32
1753321,151,5/17/2010,8:32:04 PM,38,32
1753320,151,5/17/2010,8:34:19 PM,50,32
1753319,151,5/17/2010,8:39:37 PM,38,32
1753317,151,5/17/2010,8:43:46 PM,165,32
1753316,151,5/17/2010,8:44:52 PM,51,32
1753315,151,5/17/2010,8:45:57 PM,32,32
1753314,151,5/17/2010,8:46:50 PM,51,32
1753313,151,5/17/2010,8:50:19 PM,38,32
1753312,151,5/17/2010,8:54:14 PM,63,32
1753311,151,5/17/2010,8:55:14 PM,172,32
1753310,151,5/17/2010,8:56:30 PM,38,32
1753308,151,5/17/2010,9:07:16 PM,114,32
1753307,151,5/17/2010,9:34:18 PM,115,32
1753306,151,5/17/2010,9:35:01 PM,38,32
1753305,151,5/17/2010,9:36:48 PM,55,32
1753304,151,5/17/2010,10:10:50 PM,38,32
1753303,151,5/17/2010,10:15:15 PM,51,32
1753301,151,5/17/2010,10:16:47 PM,63,32
1753300,151,5/17/2010,10:17:50 PM,38,32
1753298,151,5/17/2010,10:23:37 PM,79,32
1753297,151,5/17/2010,10:24:37 PM,38,32
1753296,151,5/17/2010,10:25:28 PM,40,32
1753295,151,5/17/2010,10:26:24 PM,37,32
1753294,151,5/17/2010,10:38:29 PM,51,32
1753293,151,5/17/2010,10:39:10 PM,166,32
1753292,151,5/17/2010,10:39:42 PM,23,32
1753291,151,5/17/2010,10:40:24 PM,49,32
1753290,151,5/17/2010,10:41:20 PM,18,32
1753289,151,5/17/2010,10:41:55 PM,150,32
1753288,151,5/17/2010,11:36:17 PM,363,32
1753286,151,5/17/2010,11:37:58 PM,222,32
1753285,151,5/17/2010,11:38:33 PM,164,32
1753284,151,5/17/2010,11:39:54 PM,109,32
1753283,151,5/17/2010,11:41:18 PM,101,32
1753282,151,5/17/2010,11:42:01 PM,161,32
1753281,151,5/17/2010,11:42:46 PM,16,25
1753280,151,5/17/2010,11:43:28 PM,204,32
1753279,151,5/17/2010,11:44:01 PM,102,25
1753278,151,5/17/2010,11:44:48 PM,101,32
1753277,151,5/17/2010,11:45:58 PM,155,32
1753276,151,5/17/2010,11:46:33 PM,458,32
1753275,151,5/17/2010,11:47:09 PM,106,25
1753274,151,5/17/2010,11:58:36 PM,160,32
1753273,151,5/18/2010,12:39:51 AM,121,25
1753272,151,5/18/2010,12:40:35 AM,238,25
1753271,151,5/18/2010,12:42:07 AM,907,25
1753249,151,5/20/2010,3:59:07 PM,152,33
1753248,151,5/20/2010,4:43:53 PM,214,32
1753247,151,5/20/2010,4:49:00 PM,207,33
1753246,151,5/20/2010,4:50:00 PM,73,32
1753245,151,5/20/2010,4:54:21 PM,166,32
1753244,151,5/20/2010,4:55:00 PM,150,32
1753243,151,5/20/2010,4:55:41 PM,51,32
1753241,151,5/20/2010,4:59:14 PM,38,33
1753240,151,5/20/2010,5:01:39 PM,63,32
1753239,151,5/20/2010,5:08:06 PM,166,32
1753238,151,5/20/2010,5:08:48 PM,51,32
1753237,151,5/20/2010,5:11:04 PM,166,32
1753236,151,5/20/2010,5:14:58 PM,38,32
1753235,151,5/20/2010,5:24:01 PM,50,32
1753234,151,5/20/2010,5:25:35 PM,80,32
1753233,151,5/20/2010,5:28:18 PM,207,32
1753231,151,5/20/2010,5:32:30 PM,50,32
1753230,151,5/20/2010,5:33:08 PM,63,32
1753229,151,5/20/2010,5:38:34 PM,52,32
1753228,151,5/20/2010,5:39:37 PM,51,32
1753227,151,5/20/2010,5:49:35 PM,50,32
1753226,151,5/20/2010,5:51:17 PM,37,32
1753225,151,5/20/2010,5:52:57 PM,50,32
1753224,151,5/20/2010,5:53:57 PM,59,32
1753223,151,5/20/2010,5:56:56 PM,88,32
1753222,151,5/20/2010,5:58:25 PM,37,32
1753221,151,5/20/2010,6:09:09 PM,80,32
1753220,151,5/20/2010,6:11:25 PM,19,32
1753219,151,5/20/2010,6:44:22 PM,34,32
1753218,151,5/20/2010,6:49:14 PM,124,32
1753217,151,5/20/2010,6:50:01 PM,132,32
1753216,151,5/20/2010,6:58:04 PM,238,32
1753215,151,5/20/2010,7:40:32 PM,50,32
1753214,151,5/20/2010,7:41:36 PM,72,32
1753213,151,5/20/2010,7:42:35 PM,138,32
1753212,151,5/20/2010,7:43:29 PM,177,32
1753211,151,5/20/2010,7:44:42 PM,217,32
1753210,151,5/20/2010,7:45:16 PM,54,32
1753209,151,5/20/2010,7:45:58 PM,29,32
1753208,151,5/20/2010,7:46:37 PM,20,32
1753207,151,5/20/2010,7:47:28 PM,192,32
1753206,151,5/20/2010,7:48:41 PM,121,32
1753205,151,5/20/2010,7:49:59 PM,60,32
1753204,151,5/20/2010,7:50:37 PM,23,32
1753203,151,5/20/2010,7:51:21 PM,170,32
1753202,151,5/20/2010,8:04:32 PM,16,32
1753201,151,5/20/2010,8:08:36 PM,161,32
1753200,151,5/20/2010,8:09:25 PM,155,32
1753199,151,5/20/2010,8:10:17 PM,130,32
1753198,151,5/20/2010,8:10:53 PM,97,32
1753197,151,5/20/2010,8:11:58 PM,64,32
1753196,151,5/20/2010,8:16:34 PM,153,32
1753195,151,5/20/2010,8:22:29 PM,165,32
1753194,151,5/20/2010,8:23:53 PM,53,32
1753193,151,5/20/2010,8:24:50 PM,190,32
1753192,151,5/20/2010,8:25:34 PM,110,32
1753191,151,5/20/2010,8:26:16 PM,124,32
1753190,151,5/20/2010,8:27:02 PM,222,32
1753189,151,5/20/2010,8:34:41 PM,101,32
1753188,151,5/20/2010,8:35:13 PM,161,32
1753187,151,5/20/2010,8:35:46 PM,470,32
1753186,151,5/20/2010,8:51:05 PM,121,25
1753184,151,5/20/2010,8:52:44 PM,96,25
1753183,151,5/20/2010,8:54:36 PM,222,32
1753182,151,5/20/2010,9:41:43 PM,58,32
1753181,151,5/20/2010,9:50:21 PM,121,32
1753180,151,5/20/2010,9:55:40 PM,23,32
1753179,151,5/20/2010,10:02:50 PM,121,32
1753177,151,5/20/2010,10:06:45 PM,17,32
1753176,151,5/20/2010,10:10:46 PM,121,32
1753173,151,5/20/2010,10:13:09 PM,130,32
1753172,151,5/20/2010,10:14:05 PM,166,32
1753171,151,5/20/2010,10:14:38 PM,183,32
1753170,151,5/20/2010,10:20:28 PM,32,32
1753169,151,5/20/2010,10:22:44 PM,121,32
1753167,151,5/20/2010,10:24:36 PM,23,32
1753166,151,5/20/2010,10:25:56 PM,121,32
1753164,151,5/20/2010,10:28:03 PM,433,32
1753163,151,5/20/2010,10:28:48 PM,241,32
1753162,151,5/20/2010,10:29:25 PM,166,32
1753161,151,5/20/2010,10:30:13 PM,145,32
1753160,151,5/20/2010,10:30:50 PM,121,32
1753157,151,5/20/2010,10:34:12 PM,23,25
1753156,151,5/20/2010,10:35:05 PM,121,25
1753153,151,5/20/2010,10:40:24 PM,23,32
1753151,151,5/20/2010,10:44:10 PM,121,32
1753149,151,5/20/2010,10:54:47 PM,110,33
1753148,151,5/20/2010,10:55:34 PM,28,33
1753147,151,5/20/2010,10:56:17 PM,147,33
1753146,151,5/20/2010,10:56:55 PM,164,33
1753145,151,5/20/2010,10:59:03 PM,235,40
1753144,151,5/20/2010,11:00:08 PM,56,40
1753143,151,5/20/2010,11:05:36 PM,95,40
1753142,151,5/20/2010,11:07:12 PM,134,40
1753141,151,5/20/2010,11:07:43 PM,154,40
1751684,151,6/15/2010,3:21:10 AM,106,25
1751683,151,6/15/2010,3:21:18 AM,433,25
1751682,151,6/15/2010,3:21:43 AM,28,25
1751681,151,6/15/2010,3:21:52 AM,159,25
1751680,151,6/15/2010,3:21:59 AM,20,25
1751679,151,6/15/2010,3:22:12 AM,62,25
1751678,151,6/15/2010,3:22:23 AM,82,25
1751677,151,6/15/2010,3:22:35 AM,24,25
1751676,151,6/15/2010,3:23:01 AM,449,25
1751675,151,6/15/2010,3:23:10 AM,86,25
1751674,151,6/15/2010,3:23:17 AM,154,25
1751673,151,6/15/2010,3:23:23 AM,124,25
1751671,151,6/15/2010,3:23:48 AM,123,25
1751670,151,6/15/2010,3:24:03 AM,160,25
1751669,151,6/15/2010,3:24:13 AM,159,25
1751668,151,6/15/2010,3:24:20 AM,24,25
1751667,151,6/15/2010,3:24:27 AM,64,25
1751666,151,6/15/2010,3:24:33 AM,241,25
1751665,151,6/15/2010,3:24:47 AM,130,25
1751664,151,6/15/2010,3:25:05 AM,24,25
1751663,151,6/15/2010,3:25:21 AM,56,25
1751662,151,6/15/2010,3:25:29 AM,121,25
1751659,151,6/15/2010,3:26:51 AM,433,25
1751658,151,6/15/2010,3:27:01 AM,24,25
1751657,151,6/15/2010,3:27:16 AM,241,25
1751656,151,6/15/2010,3:27:34 AM,121,25
1751655,151,6/15/2010,3:27:53 AM,24,25
1751654,151,6/15/2010,3:28:02 AM,167,25
1751653,151,6/15/2010,3:28:11 AM,24,25
1751651,151,6/15/2010,3:28:40 AM,363,25
1751650,151,6/15/2010,3:28:52 AM,121,25
1751649,151,6/15/2010,3:29:03 AM,24,25
1751648,151,6/15/2010,3:30:46 AM,125,25
1751647,151,6/15/2010,3:31:10 AM,121,32
1751646,151,6/15/2010,3:31:20 AM,136,32
1751645,151,6/15/2010,3:31:29 AM,49,25
1751644,151,6/15/2010,3:31:39 AM,363,25
1751642,151,6/15/2010,3:32:05 AM,121,32
1751640,151,6/15/2010,3:32:28 AM,49,32
1751639,151,6/15/2010,3:32:42 AM,433,32
1751638,151,6/15/2010,3:32:50 AM,101,32
1751637,151,6/15/2010,3:33:05 AM,1,25
1751636,151,6/15/2010,10:34:19 AM,154,32
1751635,151,6/15/2010,10:34:40 AM,32,32
1751634,151,6/15/2010,10:34:55 AM,86,32
1751633,151,6/15/2010,10:35:03 AM,18,32
1751632,151,6/15/2010,10:35:13 AM,62,32
1751631,151,6/15/2010,10:35:21 AM,51,32
1751630,151,6/15/2010,10:35:30 AM,121,32
1751629,151,6/15/2010,10:35:41 AM,24,25
1751628,151,6/15/2010,10:35:51 AM,201,32
1751627,151,6/15/2010,10:36:01 AM,106,32
1751626,151,6/15/2010,10:36:09 AM,241,32
1751625,151,6/15/2010,10:36:19 AM,64,32
1751624,151,6/15/2010,10:36:26 AM,17,32
1751623,151,6/15/2010,10:36:34 AM,36,25
1751622,151,6/15/2010,10:36:44 AM,59,32
1751621,151,6/15/2010,10:37:07 AM,103,32
1751620,151,6/15/2010,10:37:17 AM,23,32
1751619,151,6/15/2010,10:37:29 AM,433,32
1751618,151,6/15/2010,10:37:41 AM,121,32
1751617,151,6/15/2010,10:37:48 AM,18,32
1751616,151,6/15/2010,10:38:02 AM,64,32
1751615,151,6/15/2010,10:38:14 AM,154,32
1751614,151,6/15/2010,10:38:21 AM,80,32
1751613,151,6/15/2010,10:38:39 AM,167,32
1751612,151,6/15/2010,10:38:53 AM,454,32
1751611,151,6/15/2010,10:39:07 AM,47,32
1751610,151,6/15/2010,10:39:25 AM,110,32
1751609,151,6/15/2010,10:39:36 AM,121,32
1751608,151,6/15/2010,10:39:51 AM,54,32
1751607,151,6/15/2010,10:40:02 AM,164,32
1751606,151,6/15/2010,10:40:15 AM,159,32
1751605,151,6/15/2010,10:40:31 AM,46,32
1751603,151,6/15/2010,10:40:58 AM,103,32
1751602,151,6/15/2010,10:41:12 AM,239,32
1751601,151,6/15/2010,10:41:17 AM,121,32
1751600,151,6/15/2010,10:41:40 AM,36,32
1751599,151,6/15/2010,10:42:08 AM,98,32
1751598,151,6/15/2010,10:43:37 AM,35,32
1751597,151,6/15/2010,10:43:49 AM,19,32
1751596,151,6/15/2010,10:44:01 AM,81,32
1751595,151,6/15/2010,10:44:10 AM,154,32
1751594,151,6/15/2010,10:44:18 AM,185,32
1751593,151,6/15/2010,10:44:41 AM,58,32
1751592,151,6/15/2010,10:44:53 AM,433,32
1751591,151,6/15/2010,10:45:18 AM,110,32
1751590,151,6/15/2010,10:45:29 AM,54,32
1751589,151,6/15/2010,10:45:38 AM,124,32
1751588,151,6/15/2010,10:45:47 AM,19,32
1751587,151,6/15/2010,10:46:06 AM,58,32
1751586,151,6/15/2010,10:46:53 AM,123,32
1751585,151,6/15/2010,10:47:04 AM,406,32
1751584,151,6/15/2010,10:47:15 AM,28,32
1751583,151,6/15/2010,10:47:27 AM,17,32
1751582,151,6/15/2010,10:47:44 AM,130,32
1751581,151,6/15/2010,10:48:18 AM,186,32
1751580,151,6/15/2010,10:48:42 AM,159,32
1751579,151,6/15/2010,10:48:53 AM,58,32
1751578,151,6/15/2010,10:49:02 AM,16,32
1751577,151,6/15/2010,10:49:10 AM,47,32
1751576,151,6/15/2010,10:49:20 AM,17,32
1751575,151,6/15/2010,10:49:27 AM,19,32
1751574,151,6/15/2010,10:49:36 AM,433,32
1751573,151,6/15/2010,10:49:44 AM,86,32
1751572,151,6/15/2010,10:49:53 AM,464,32
1751571,151,6/15/2010,10:50:01 AM,240,32
1751570,151,6/15/2010,10:50:12 AM,110,32
1751569,151,6/15/2010,10:50:27 AM,473,32
1751568,151,6/15/2010,10:50:46 AM,19,32
1751567,151,6/15/2010,10:50:54 AM,47,32
1751566,151,6/15/2010,10:51:03 AM,64,32
1751565,151,6/15/2010,10:51:19 AM,167,32
1751564,151,6/15/2010,10:51:31 AM,49,32
1751563,151,6/15/2010,10:51:38 AM,121,32
1751561,151,6/15/2010,10:52:03 AM,62,32
1751560,151,6/15/2010,10:52:15 AM,186,32
1751559,151,6/15/2010,10:52:27 AM,121,32
1751558,151,6/15/2010,10:52:36 AM,149,32
1751557,151,6/15/2010,10:52:44 AM,32,32
1751556,151,6/15/2010,10:52:52 AM,164,32
1751555,151,6/15/2010,11:10:01 AM,26,32
1751554,151,6/15/2010,11:10:17 AM,24,32
1751553,151,6/15/2010,11:10:26 AM,26,32
1751552,151,6/15/2010,11:10:40 AM,167,32
1751550,151,6/15/2010,11:11:11 AM,24,32
1751548,151,6/15/2010,1:09:59 PM,58,32
1751547,151,6/15/2010,1:10:18 PM,16,32
1751546,151,6/15/2010,1:10:37 PM,26,32
1751544,151,6/15/2010,1:11:10 PM,64,32
1751543,151,6/15/2010,1:11:23 PM,51,32
1751542,151,6/15/2010,1:11:36 PM,24,32
1751541,151,6/15/2010,1:11:48 PM,35,32
1751540,151,6/15/2010,1:12:16 PM,32,32
1751539,151,6/15/2010,1:12:24 PM,103,32
1751538,151,6/15/2010,1:12:38 PM,51,32
1751537,151,6/15/2010,1:12:48 PM,49,32
1751536,151,6/15/2010,1:12:56 PM,46,32
1751535,151,6/15/2010,1:13:05 PM,159,32
1751534,151,6/15/2010,1:13:16 PM,36,32
1751533,151,6/15/2010,1:13:25 PM,433,32
1751532,151,6/15/2010,1:13:38 PM,16,32
1751531,151,6/15/2010,1:13:49 PM,35,32
1751530,151,6/15/2010,1:13:59 PM,180,32
1751529,151,6/15/2010,1:14:12 PM,64,32
1751528,151,6/15/2010,1:14:21 PM,54,32
1751527,151,6/15/2010,1:14:37 PM,159,32
1751526,151,6/15/2010,1:14:45 PM,47,32
1751525,151,6/15/2010,1:14:56 PM,82,32
1751524,151,6/15/2010,1:15:06 PM,100,32
1751523,151,6/15/2010,1:15:25 PM,103,32
1751521,151,6/15/2010,1:15:41 PM,46,32
1751520,151,6/15/2010,1:16:26 PM,43,32
1751519,151,6/15/2010,1:16:36 PM,103,32
1751518,151,6/15/2010,1:16:52 PM,64,32
1751517,151,6/15/2010,1:17:02 PM,26,32
1751516,151,6/15/2010,1:17:16 PM,47,32
1751515,151,6/15/2010,1:17:27 PM,103,32
1751514,151,6/15/2010,1:17:35 PM,868,32
1751513,151,6/15/2010,1:17:44 PM,165,32
1751512,151,6/15/2010,1:18:05 PM,49,32
1751511,151,6/15/2010,1:18:23 PM,155,32
1751510,151,6/15/2010,1:18:34 PM,23,32
1751509,151,6/15/2010,1:18:44 PM,54,32
1751508,151,6/15/2010,1:18:53 PM,58,32
1751507,151,6/15/2010,1:19:05 PM,155,32
1751505,151,6/15/2010,1:19:25 PM,16,32
1751504,151,6/15/2010,1:19:37 PM,155,32
1751503,151,6/15/2010,1:31:40 PM,18,32
1751502,151,6/15/2010,1:31:59 PM,101,32
1751501,151,6/15/2010,1:32:19 PM,221,32
1751500,151,6/15/2010,1:32:28 PM,15,32
1751499,151,6/15/2010,1:32:46 PM,362,32
1751498,151,6/15/2010,1:33:02 PM,18,32
1751497,151,6/15/2010,1:33:25 PM,82,32
1751496,151,6/15/2010,1:34:00 PM,124,32
1751495,151,6/15/2010,1:34:28 PM,1,32
1751494,151,6/15/2010,1:35:17 PM,161,32
1751493,151,6/15/2010,1:35:38 PM,155,32
1751492,151,6/15/2010,1:35:54 PM,67,32
1751491,151,6/15/2010,1:36:09 PM,222,32
1751490,151,6/15/2010,1:36:48 PM,151,32
1751489,151,6/15/2010,1:37:19 PM,124,32
1751488,151,6/15/2010,3:16:58 PM,81,32
1751487,151,6/15/2010,3:17:05 PM,117,32
1751486,151,6/15/2010,3:17:14 PM,67,25
1751485,151,6/15/2010,3:17:23 PM,121,32
1751484,151,6/15/2010,3:57:41 PM,58,32
1751482,151,6/15/2010,7:38:10 PM,81,32
1751480,151,6/15/2010,7:38:22 PM,436,32
1751479,151,6/15/2010,7:38:29 PM,59,32
1751478,151,6/15/2010,7:38:41 PM,121,32
1751477,151,6/15/2010,7:38:47 PM,23,32
1751476,151,6/15/2010,7:39:04 PM,121,32
1751468,151,6/15/2010,7:40:03 PM,29,32
1751467,151,6/15/2010,7:40:10 PM,121,32
1751465,151,6/15/2010,7:40:24 PM,23,32
1751464,151,6/15/2010,7:40:32 PM,121,32
1751458,151,6/15/2010,7:41:16 PM,20,32
1751456,151,6/15/2010,7:41:28 PM,121,32
1751453,151,6/15/2010,7:41:48 PM,20,32
1751452,151,6/15/2010,7:41:59 PM,121,32
1751451,151,6/15/2010,7:42:08 PM,166,32
1751450,151,6/15/2010,7:42:14 PM,121,32
1751444,151,6/15/2010,7:43:27 PM,103,32
1751443,151,6/15/2010,7:43:37 PM,188,32
1751442,151,6/15/2010,7:43:43 PM,73,32
1751441,151,6/15/2010,7:43:49 PM,103,32
1751440,151,6/15/2010,7:43:55 PM,212,32
1751439,151,6/15/2010,7:44:04 PM,59,32
1751437,151,6/15/2010,7:44:24 PM,52,32
1751436,151,6/15/2010,7:44:31 PM,51,32
1751435,151,6/15/2010,7:44:40 PM,52,32
1751434,151,6/15/2010,7:44:51 PM,59,32
1751431,151,6/15/2010,7:45:13 PM,102,32
1751430,151,6/15/2010,7:45:34 PM,103,32
1751429,151,6/15/2010,7:45:41 PM,59,32
1751428,151,6/15/2010,7:45:47 PM,51,32
1751427,151,6/15/2010,7:45:54 PM,188,32
1751426,151,6/15/2010,7:46:02 PM,51,32
1751425,151,6/15/2010,7:46:19 PM,59,32
1751422,151,6/15/2010,7:46:41 PM,188,32
1751421,151,6/15/2010,7:46:47 PM,59,32
1751420,151,6/15/2010,7:46:55 PM,51,32
1751419,151,6/15/2010,7:47:00 PM,59,32
1751418,151,6/15/2010,7:47:08 PM,51,32
1751416,151,6/15/2010,7:47:21 PM,59,32
1751415,151,6/15/2010,7:47:27 PM,51,32
1751414,151,6/15/2010,7:47:34 PM,59,32
1751413,151,6/15/2010,7:47:42 PM,50,32
1751412,151,6/15/2010,7:47:48 PM,52,32
1751411,151,6/15/2010,7:47:54 PM,59,32
1751410,151,6/15/2010,7:48:00 PM,51,32
1751409,151,6/15/2010,7:48:07 PM,59,32
1751408,151,6/15/2010,7:48:23 PM,51,32
1751407,151,6/15/2010,7:48:36 PM,59,32
1751406,151,6/15/2010,7:48:48 PM,51,32
1751405,151,6/15/2010,7:48:54 PM,52,32
1751404,151,6/15/2010,7:49:01 PM,188,32
1751402,151,6/15/2010,7:49:24 PM,59,32
1751401,151,6/15/2010,7:57:57 PM,103,32
1751392,151,6/15/2010,8:05:20 PM,234,32
1751391,151,6/15/2010,10:11:46 PM,54,32
1751390,151,6/15/2010,10:12:01 PM,86,32
1751389,151,6/15/2010,10:12:46 PM,124,32
1751388,151,6/15/2010,10:12:54 PM,24,32
1751387,151,6/15/2010,10:13:14 PM,180,32
1751386,151,6/15/2010,10:13:24 PM,18,32
1751384,151,6/15/2010,10:13:44 PM,57,32
1751383,151,6/15/2010,10:17:09 PM,103,32
1751369,151,6/15/2010,10:20:37 PM,151,32
1751368,151,6/15/2010,10:20:52 PM,103,32
1751348,151,6/15/2010,10:23:51 PM,32,32
1751347,151,6/15/2010,10:24:13 PM,58,32
1751345,151,6/15/2010,10:24:37 PM,103,32
1751343,151,6/15/2010,10:24:56 PM,31,32
1751342,151,6/15/2010,10:25:07 PM,58,32
1751341,151,6/15/2010,10:26:12 PM,16,32
1751340,151,6/15/2010,10:26:21 PM,160,32
1751337,151,6/15/2010,10:26:46 PM,19,32
1751336,151,6/15/2010,10:26:54 PM,16,32
1751335,151,6/15/2010,10:27:01 PM,19,32
1751333,151,6/15/2010,10:27:17 PM,81,32
1751332,151,6/15/2010,10:27:24 PM,100,32
1751331,151,6/15/2010,10:27:32 PM,16,32
1751330,151,6/15/2010,10:27:38 PM,155,32
1751329,151,6/15/2010,10:27:47 PM,16,32
1751328,151,6/15/2010,10:28:12 PM,19,32
1751325,151,6/15/2010,10:28:43 PM,433,32
1751324,151,6/15/2010,10:28:49 PM,82,32
1751323,151,6/15/2010,10:28:55 PM,18,32
1751322,151,6/15/2010,10:29:01 PM,236,32
1751321,151,6/15/2010,10:29:08 PM,81,32
1751320,151,6/15/2010,10:29:23 PM,19,32
1751318,151,6/15/2010,10:29:36 PM,433,32
1751317,151,6/15/2010,10:29:57 PM,155,32
1751316,151,6/15/2010,10:30:20 PM,16,32
1751315,151,6/15/2010,10:30:26 PM,433,32
1751314,151,6/15/2010,10:30:33 PM,18,32
1751313,151,6/15/2010,10:30:50 PM,155,32
1751311,151,6/15/2010,10:31:03 PM,101,32
1751310,151,6/15/2010,10:31:10 PM,155,32
1751297,151,6/15/2010,10:33:34 PM,19,32
1751296,151,6/15/2010,10:33:47 PM,155,32
1751286,151,6/15/2010,10:35:15 PM,19,32
1751285,151,6/15/2010,10:35:26 PM,155,25
1751270,151,6/15/2010,10:38:33 PM,26,32
1751268,151,6/15/2010,10:38:45 PM,24,32
1751266,151,6/15/2010,10:41:00 PM,26,32
1751264,151,6/15/2010,10:41:16 PM,130,32
1751263,151,6/15/2010,10:41:24 PM,24,32
1751262,151,6/15/2010,10:41:33 PM,241,32
1751260,151,6/15/2010,10:42:03 PM,24,32
1751257,151,6/15/2010,10:42:36 PM,56,32
1751256,151,6/15/2010,10:42:42 PM,241,32
1751255,151,6/15/2010,10:42:48 PM,26,32
1751254,151,6/15/2010,10:42:56 PM,18,32
1751253,151,6/15/2010,10:43:02 PM,167,32
1751252,151,6/15/2010,10:43:09 PM,26,32
