936,21,13,936,25
21,13,936,21,32
13,936,21,936,32
936,21,936,13,32
21,936,13,936,32
936,13,936,936,32
13,936,936,935,25
936,936,935,935,25
936,935,935,935,25
935,935,935,935,32
935,935,935,935,32
935,935,935,934,32
935,935,934,935,32
935,934,935,935,25
934,935,935,935,32
935,935,935,207,25
935,935,207,935,32
935,207,935,935,25
207,935,935,207,32
935,935,207,935,32
935,207,935,935,32
207,935,935,12,32
935,935,12,935,25
935,12,935,935,32
12,935,935,12,32
935,935,12,936,25
935,12,936,935,32
12,936,935,935,32
936,935,935,935,25
935,935,935,935,25
935,935,935,935,32
935,935,935,935,32
935,935,935,935,32
935,935,935,12,25
935,935,12,12,25
935,12,12,12,25
12,12,12,133,32
12,12,133,12,32
12,133,12,133,25
133,12,133,12,32
12,133,12,6,32
133,12,6,127,25
12,6,127,127,25
6,127,127,133,32
127,127,133,12,32
127,133,12,6,32
133,12,6,133,25
12,6,133,127,25
6,133,127,133,32
133,127,133,13,25
127,133,13,12,32
133,13,12,12,32
13,12,12,12,32
12,12,12,12,25
12,12,12,12,25
12,12,12,12,32
12,12,12,12,25
12,12,12,12,25
12,12,12,12,25
12,12,12,12,25
12,12,12,12,25
12,12,12,5,32
12,12,5,12,25
12,5,12,218,32
5,12,218,7,32
12,218,7,7,32
218,7,7,7,32
7,7,7,7,25
7,7,7,7,25
7,7,7,7,25
7,7,7,925,25
7,7,925,7,25
7,925,7,7,25
925,7,7,7,25
7,7,7,7,25
7,7,7,925,25
7,7,925,7,25
7,925,7,7,25
925,7,7,7,25
7,7,7,4,25
7,7,4,4,25
7,4,4,4,25
4,4,4,4,25
4,4,4,4,25
4,4,4,4,32
4,4,4,4,32
4,4,4,4,32
