3	1
4	2
5	3
6	4
7	5
12	6
13	7
21	8
33	9
35	10
45	11
61	12
80	13
127	14
131	15
133	16
178	17
191	18
199	19
205	20
207	21
218	22
925	23
928	24
930	25
934	26
934	27
935	28
936	29
942	30
