12,4,2,1,1,1,9,9,32
4,2,1,1,1,9,9,2,32
2,1,1,1,9,9,2,4,32
1,1,1,9,9,2,4,1,32
1,1,9,9,2,4,1,9,32
1,9,9,2,4,1,9,11,32
9,9,2,4,1,9,11,1,32
9,2,4,1,9,11,1,20,32
2,4,1,9,11,1,20,2,32
4,1,9,11,1,20,2,2,32
1,9,11,1,20,2,2,2,32
9,11,1,20,2,2,2,2,32
11,1,20,2,2,2,2,2,32
1,20,2,2,2,2,2,2,32
20,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,13,32
2,2,2,2,2,2,13,13,32
2,2,2,2,2,13,13,13,32
2,2,2,2,13,13,13,13,32
2,2,2,13,13,13,13,13,32
2,2,13,13,13,13,13,13,32
2,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,4,32
13,13,13,13,13,13,4,4,32
13,13,13,13,13,4,4,4,32
13,13,13,13,4,4,4,4,32
13,13,13,4,4,4,4,4,32
13,13,4,4,4,4,4,4,32
13,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,9,32
4,4,4,4,4,4,9,4,32
4,4,4,4,4,9,4,1,32
4,4,4,4,9,4,1,1,32
4,4,4,9,4,1,1,1,32
4,4,9,4,1,1,1,1,32
4,9,4,1,1,1,1,1,32
9,4,1,1,1,1,1,20,32
4,1,1,1,1,1,20,1,32
1,1,1,1,1,20,1,1,32
1,1,1,1,20,1,1,1,32
1,1,1,20,1,1,1,1,32
1,1,20,1,1,1,1,20,32
1,20,1,1,1,1,20,20,32
20,1,1,1,1,20,20,20,32
1,1,1,1,20,20,20,9,32
1,1,1,20,20,20,9,9,32
1,1,20,20,20,9,9,9,32
1,20,20,20,9,9,9,9,32
20,20,20,9,9,9,9,9,32
20,20,9,9,9,9,9,9,32
20,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,7,32
9,9,9,9,9,9,7,12,32
9,9,9,9,9,7,12,12,32
9,9,9,9,7,12,12,12,32
9,9,9,7,12,12,12,6,32
9,9,7,12,12,12,6,6,32
9,7,12,12,12,6,6,6,32
7,12,12,12,6,6,6,1,32
12,12,12,6,6,6,1,1,32
12,12,6,6,6,1,1,1,32
12,6,6,6,1,1,1,20,32
6,6,6,1,1,1,20,1,32
6,6,1,1,1,20,1,1,32
6,1,1,1,20,1,1,1,32
1,1,1,20,1,1,1,1,25
1,1,20,1,1,1,1,1,25
1,20,1,1,1,1,1,12,25
20,1,1,1,1,1,12,1,32
1,1,1,1,1,12,1,2,25
1,1,1,1,12,1,2,9,25
1,1,1,12,1,2,9,1,25
1,1,12,1,2,9,1,9,25
1,12,1,2,9,1,9,1,25
12,1,2,9,1,9,1,1,25
1,2,9,1,9,1,1,12,25
2,9,1,9,1,1,12,1,25
9,1,9,1,1,12,1,1,25
1,9,1,1,12,1,1,10,25
9,1,1,12,1,1,10,2,25
1,1,12,1,1,10,2,4,25
1,12,1,1,10,2,4,2,25
12,1,1,10,2,4,2,11,25
1,1,10,2,4,2,11,14,25
1,10,2,4,2,11,14,2,25
10,2,4,2,11,14,2,2,25
2,4,2,11,14,2,2,13,25
4,2,11,14,2,2,13,24,32
2,11,14,2,2,13,24,12,32
11,14,2,2,13,24,12,4,25
14,2,2,13,24,12,4,4,25
2,2,13,24,12,4,4,4,25
2,13,24,12,4,4,4,12,25
13,24,12,4,4,4,12,4,25
24,12,4,4,4,12,4,3,25
12,4,4,4,12,4,3,4,25
4,4,4,12,4,3,4,4,32
4,4,12,4,3,4,4,1,32
4,12,4,3,4,4,1,1,25
12,4,3,4,4,1,1,20,25
4,3,4,4,1,1,20,1,25
3,4,4,1,1,20,1,1,25
4,4,1,1,20,1,1,1,25
4,1,1,20,1,1,1,9,25
1,1,20,1,1,1,9,9,25
1,20,1,1,1,9,9,9,25
20,1,1,1,9,9,9,9,25
1,1,1,9,9,9,9,12,25
1,1,9,9,9,9,12,12,25
1,9,9,9,9,12,12,12,25
9,9,9,9,12,12,12,12,25
9,9,9,12,12,12,12,12,25
9,9,12,12,12,12,12,12,25
9,12,12,12,12,12,12,12,32
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,12,25
12,12,12,12,12,12,12,6,25
12,12,12,12,12,12,6,6,25
12,12,12,12,12,6,6,6,25
12,12,12,12,6,6,6,6,25
12,12,12,6,6,6,6,6,32
12,12,6,6,6,6,6,6,25
12,6,6,6,6,6,6,6,25
6,6,6,6,6,6,6,1,25
6,6,6,6,6,6,1,20,25
6,6,6,6,6,1,20,21,25
6,6,6,6,1,20,21,1,25
6,6,6,1,20,21,1,2,25
6,6,1,20,21,1,2,2,25
6,1,20,21,1,2,2,2,25
1,20,21,1,2,2,2,13,25
20,21,1,2,2,2,13,13,32
21,1,2,2,2,13,13,13,25
1,2,2,2,13,13,13,13,25
2,2,2,13,13,13,13,5,32
2,2,13,13,13,13,5,2,32
2,13,13,13,13,5,2,13,32
13,13,13,13,5,2,13,13,32
13,13,13,5,2,13,13,11,25
13,13,5,2,13,13,11,6,32
1,1,1,12,1,9,11,6,32
1,1,12,1,9,11,6,6,32
1,12,1,9,11,6,6,12,32
12,1,9,11,6,6,12,11,32
1,9,11,6,6,12,11,7,32
9,11,6,6,12,11,7,4,32
11,6,6,12,11,7,4,12,32
6,6,12,11,7,4,12,12,32
4,1,11,2,9,11,2,7,32
1,11,2,9,11,2,7,2,32
11,2,9,11,2,7,2,2,32
2,9,11,2,7,2,2,2,32
9,11,2,7,2,2,2,4,32
11,2,7,2,2,2,4,4,32
2,7,2,2,2,4,4,9,32
7,2,2,2,4,4,9,1,32
2,2,2,4,4,9,1,2,32
2,2,4,4,9,1,2,2,32
2,4,4,9,1,2,2,9,32
4,4,9,1,2,2,9,1,32
4,9,1,2,2,9,1,9,32
9,1,2,2,9,1,9,1,32
1,2,2,9,1,9,1,1,32
2,2,9,1,9,1,1,1,32
2,9,1,9,1,1,1,1,32
9,1,9,1,1,1,1,11,32
1,9,1,1,1,1,11,2,32
9,1,1,1,1,11,2,1,32
1,1,1,1,11,2,1,24,32
1,1,1,11,2,1,24,1,32
1,1,11,2,1,24,1,20,32
1,11,2,1,24,1,20,1,32
11,2,1,24,1,20,1,13,32
2,1,24,1,20,1,13,1,32
1,24,1,20,1,13,1,1,32
24,1,20,1,13,1,1,1,32
1,20,1,13,1,1,1,9,32
20,1,13,1,1,1,9,20,32
1,13,1,1,1,9,20,4,32
13,1,1,1,9,20,4,4,32
1,1,1,9,20,4,4,2,32
1,1,9,20,4,4,2,9,32
1,9,20,4,4,2,9,11,32
9,20,4,4,2,9,11,2,32
20,4,4,2,9,11,2,2,32
4,4,2,9,11,2,2,2,32
4,2,9,11,2,2,2,13,32
2,9,11,2,2,2,13,7,32
9,11,2,2,2,13,7,13,32
11,2,2,2,13,7,13,7,32
2,2,2,13,7,13,7,13,32
2,2,13,7,13,7,13,13,32
2,13,7,13,7,13,13,13,32
13,7,13,7,13,13,13,13,32
7,13,7,13,13,13,13,13,32
13,7,13,13,13,13,13,13,32
7,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,16,32
13,13,13,13,13,13,16,13,32
13,13,13,13,13,16,13,4,32
13,13,13,13,16,13,4,4,32
13,13,13,16,13,4,4,24,32
13,13,16,13,4,4,24,22,32
13,16,13,4,4,24,22,22,32
16,13,4,4,24,22,22,4,32
13,4,4,24,22,22,4,4,32
4,4,24,22,22,4,4,4,32
4,24,22,22,4,4,4,9,32
24,22,22,4,4,4,9,4,32
22,22,4,4,4,9,4,2,32
22,4,4,4,9,4,2,4,32
4,4,4,9,4,2,4,1,32
4,4,9,4,2,4,1,1,32
4,9,4,2,4,1,1,1,32
9,4,2,4,1,1,1,9,32
4,2,4,1,1,1,9,9,32
2,4,1,1,1,9,9,3,32
4,1,1,1,9,9,3,7,32
1,1,1,9,9,3,7,3,32
1,1,9,9,3,7,3,3,32
1,9,9,3,7,3,3,13,32
9,9,3,7,3,3,13,5,32
9,3,7,3,3,13,5,5,32
3,7,3,3,13,5,5,3,32
7,3,3,13,5,5,3,7,32
3,3,13,5,5,3,7,7,32
3,13,5,5,3,7,7,3,32
13,5,5,3,7,7,3,5,32
5,5,3,7,7,3,5,4,32
5,3,7,7,3,5,4,3,32
3,7,7,3,5,4,3,7,32
7,7,3,5,4,3,7,4,32
7,3,5,4,3,7,4,3,32
3,5,4,3,7,4,3,4,32
5,4,3,7,4,3,4,3,32
4,3,7,4,3,4,3,13,32
3,7,4,3,4,3,13,10,32
7,4,3,4,3,13,10,12,32
4,3,4,3,13,10,12,11,32
3,4,3,13,10,12,11,11,32
4,3,13,10,12,11,11,11,32
3,13,10,12,11,11,11,20,32
13,10,12,11,11,11,20,1,32
10,12,11,11,11,20,1,11,32
12,11,11,11,20,1,11,15,32
11,11,11,20,1,11,15,1,32
11,11,20,1,11,15,1,1,32
11,20,1,11,15,1,1,1,32
20,1,11,15,1,1,1,1,32
1,11,15,1,1,1,1,1,32
11,15,1,1,1,1,1,11,32
15,1,1,1,1,1,11,9,32
1,1,1,1,1,11,9,1,32
1,1,1,1,11,9,1,1,32
1,1,1,11,9,1,1,9,32
1,1,11,9,1,1,9,9,32
1,11,9,1,1,9,9,1,32
11,9,1,1,9,9,1,2,32
9,1,1,9,9,1,2,18,32
1,1,9,9,1,2,18,2,32
1,9,9,1,2,18,2,7,32
9,9,1,2,18,2,7,2,32
9,1,2,18,2,7,2,21,32
1,2,18,2,7,2,21,2,32
2,18,2,7,2,21,2,2,32
18,2,7,2,21,2,2,7,32
2,7,2,21,2,2,7,2,32
7,2,21,2,2,7,2,2,32
2,21,2,2,7,2,2,2,32
21,2,2,7,2,2,2,2,32
2,2,7,2,2,2,2,2,32
2,7,2,2,2,2,2,2,32
7,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,2,32
2,2,2,2,2,2,2,18,32
2,2,2,2,2,2,18,2,32
2,2,2,2,2,18,2,2,32
2,2,2,2,18,2,2,2,32
2,2,2,18,2,2,2,21,32
2,2,18,2,2,2,21,21,32
2,18,2,2,2,21,21,4,32
18,2,2,2,21,21,4,13,32
2,2,2,21,21,4,13,13,32
2,2,21,21,4,13,13,13,32
2,21,21,4,13,13,13,13,32
21,21,4,13,13,13,13,13,32
21,4,13,13,13,13,13,13,32
4,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,13,32
13,13,13,13,13,13,13,16,32
13,13,13,13,13,13,16,13,32
13,13,13,13,13,16,13,13,32
13,13,13,13,16,13,13,19,32
13,13,13,16,13,13,19,13,32
13,13,16,13,13,19,13,13,32
13,16,13,13,19,13,13,13,32
16,13,13,19,13,13,13,13,32
13,13,19,13,13,13,13,13,32
13,19,13,13,13,13,13,16,32
19,13,13,13,13,13,16,13,32
13,13,13,13,13,16,13,13,32
13,13,13,13,16,13,13,7,32
13,13,13,16,13,13,7,13,32
13,13,16,13,13,7,13,13,32
13,16,13,13,7,13,13,13,32
16,13,13,7,13,13,13,4,32
13,13,7,13,13,13,4,4,32
13,7,13,13,13,4,4,4,32
7,13,13,13,4,4,4,24,32
13,13,13,4,4,4,24,4,32
13,13,4,4,4,24,4,4,32
13,4,4,4,24,4,4,4,32
4,4,4,24,4,4,4,12,32
4,4,24,4,4,4,12,4,32
4,24,4,4,4,12,4,4,32
24,4,4,4,12,4,4,4,32
4,4,4,12,4,4,4,4,32
4,4,12,4,4,4,4,4,32
4,12,4,4,4,4,4,4,32
12,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,7,32
4,4,4,4,4,4,7,4,32
4,4,4,4,4,7,4,4,32
4,4,4,4,7,4,4,4,32
4,4,4,7,4,4,4,7,32
4,4,7,4,4,4,7,4,32
4,7,4,4,4,7,4,4,32
7,4,4,4,7,4,4,4,32
4,4,4,7,4,4,4,4,32
4,4,7,4,4,4,4,4,32
4,7,4,4,4,4,4,4,32
7,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,9,32
4,4,4,4,4,4,9,4,32
4,4,4,4,4,9,4,4,32
4,4,4,4,9,4,4,4,32
4,4,4,9,4,4,4,4,32
4,4,9,4,4,4,4,4,32
4,9,4,4,4,4,4,4,32
9,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,4,32
4,4,4,4,4,4,4,1,32
4,4,4,4,4,4,1,1,32
4,4,4,4,4,1,1,1,32
4,4,4,4,1,1,1,1,32
4,4,4,1,1,1,1,1,32
4,4,1,1,1,1,1,1,32
4,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,1,32
1,1,1,1,1,1,1,9,32
1,1,1,1,1,1,9,9,32
1,1,1,1,1,9,9,9,32
1,1,1,1,9,9,9,9,32
1,1,1,9,9,9,9,9,32
1,1,9,9,9,9,9,9,32
1,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,9,32
9,9,9,9,9,9,9,7,32
9,9,9,9,9,9,7,7,32
9,9,9,9,9,7,7,3,32
9,9,9,9,7,7,3,7,32
9,9,9,7,7,3,7,3,32
9,9,7,7,3,7,3,3,32
9,7,7,3,7,3,3,14,32
7,7,3,7,3,3,14,3,32
7,3,7,3,3,14,3,13,32
3,7,3,3,14,3,13,7,32
7,3,3,14,3,13,7,12,32
3,3,14,3,13,7,12,12,32
3,14,3,13,7,12,12,15,32
14,3,13,7,12,12,15,15,32
3,13,7,12,12,15,15,12,32
13,7,12,12,15,15,12,12,32
7,12,12,15,15,12,12,12,32
12,12,15,15,12,12,12,12,32
12,15,15,12,12,12,12,12,32
15,15,12,12,12,12,12,12,32
15,12,12,12,12,12,12,12,32
12,12,12,12,12,12,12,12,32
12,12,12,12,12,12,12,12,32
12,12,12,12,12,12,12,12,32
12,12,12,12,12,12,12,12,32
12,12,12,12,12,12,12,12,32
12,12,12,12,12,12,12,25,32
12,12,12,12,12,12,25,12,32
12,12,12,12,12,25,12,12,32
12,12,12,12,25,12,12,10,32
12,12,12,25,12,12,10,12,32
12,12,25,12,12,10,12,11,32
12,25,12,12,10,12,11,11,32
25,12,12,10,12,11,11,11,32
12,12,10,12,11,11,11,11,32
12,10,12,11,11,11,11,11,32
10,12,11,11,11,11,11,9,32
12,11,11,11,11,11,9,4,32
11,11,11,11,11,9,4,19,32
11,11,11,11,9,4,19,4,32
11,11,11,9,4,19,4,5,32
11,11,9,4,19,4,5,19,32
11,9,4,19,4,5,19,2,32
9,4,19,4,5,19,2,1,25
4,19,4,5,19,2,1,1,25
19,4,5,19,2,1,1,4,25
4,5,19,2,1,1,4,24,25
5,19,2,1,1,4,24,12,25
19,2,1,1,4,24,12,12,25
2,1,1,4,24,12,12,12,25
1,1,4,24,12,12,12,25,25
1,4,24,12,12,12,25,15,25
4,24,12,12,12,25,15,12,25
24,12,12,12,25,15,12,12,25
12,12,12,25,15,12,12,6,25
12,12,25,15,12,12,6,12,25
12,25,15,12,12,6,12,12,25
25,15,12,12,6,12,12,1,25
15,12,12,6,12,12,1,1,25
12,12,6,12,12,1,1,6,25
12,6,12,12,1,1,6,15,25
6,12,12,1,1,6,15,7,25
7,7,18,6,6,20,15,7,25
7,18,6,6,20,15,7,2,25
18,6,6,20,15,7,2,7,25
6,6,20,15,7,2,7,9,25
6,20,15,7,2,7,9,1,25
20,15,7,2,7,9,1,12,25
15,7,2,7,9,1,12,12,25
7,2,7,9,1,12,12,1,25
2,7,9,1,12,12,1,22,25
7,9,1,12,12,1,22,2,25
9,1,12,12,1,22,2,3,25
1,12,12,1,22,2,3,26,25
12,12,1,22,2,3,26,7,25
12,1,22,2,3,26,7,5,25
1,22,2,3,26,7,5,3,25
22,2,3,26,7,5,3,1,25
2,3,26,7,5,3,1,4,25
3,26,7,5,3,1,4,3,25
26,7,5,3,1,4,3,12,25
7,5,3,1,4,3,12,5,25
5,3,1,4,3,12,5,12,25
3,1,4,3,12,5,12,9,25
1,4,3,12,5,12,9,1,25
4,3,12,5,12,9,1,9,25
3,12,5,12,9,1,9,20,25
12,5,12,9,1,9,20,12,25
5,12,9,1,9,20,12,3,25
12,9,1,9,20,12,3,4,25
9,1,9,20,12,3,4,4,25
1,9,20,12,3,4,4,14,25
9,20,12,3,4,4,14,8,25
20,12,3,4,4,14,8,6,25
12,3,4,4,14,8,6,20,25
3,4,4,14,8,6,20,9,4
4,4,14,8,6,20,9,1,4
4,14,8,6,20,9,1,1,11
14,8,6,20,9,1,1,1,11
8,6,20,9,1,1,1,1,11
6,20,9,1,1,1,1,12,11
20,9,1,1,1,1,12,1,11
9,1,1,1,1,12,1,1,11
1,1,1,1,12,1,1,1,11
1,1,1,12,1,1,1,12,11
1,1,12,1,1,1,12,9,11
1,12,1,1,1,12,9,1,11
12,1,1,1,12,9,1,1,11
1,1,1,12,9,1,1,22,11
1,1,12,9,1,1,22,21,11
1,12,9,1,1,22,21,24,11
12,9,1,1,22,21,24,18,11
9,1,1,22,21,24,18,22,11
1,1,22,21,24,18,22,1,11
1,22,21,24,18,22,1,9,11
22,21,24,18,22,1,9,1,11
21,24,18,22,1,9,1,1,18
24,18,22,1,9,1,1,9,11
