71126,731,6,1
71126,736,1,1
71126,739,3,1
71126,741,3,1
71126,744,1,1
71126,749,2,1
71126,753,3,1
71126,755,5,1
77452,730,6,1
77452,736,3,1
77452,739,0,1
77452,741,0,1
77452,744,0,1
77452,746,0,1
77452,749,3,1
77452,752,1,1
84369,736,3,1
84369,738,2,1
84369,743,3,1
84369,746,1,1
84369,748,2,1
84369,751,3,1
84369,755,2,1
84369,757,1,1
91478,730,2,1
91478,732,2,1
91478,737,2,1
91478,742,7,1
91478,748,1,1
91478,751,4,1
91478,753,2,1
91478,757,7,2
91587,730,6,1
91587,736,2,1
91587,738,3,1
91587,740,3,1
91587,744,1,1
91587,749,1,1
91587,752,3,1
91587,755,5,1
95501,730,1,1
95501,734,2,1
95501,737,1,1
95501,739,0,1
95501,746,7,1
95501,750,0,1
95501,753,6,1
95501,755,7,1
97015,730,6,1
97015,735,8,4
97015,739,7,1
97015,744,7,2
97015,746,7,3
97015,748,4,1
97015,750,2,1
97015,756,2,1
97334,731,0,1
97334,732,1,1
97334,735,2,1
97334,737,1,1
97334,739,0,1
97334,745,2,1
97334,750,6,2
97334,754,2,1
97688,731,2,1
97688,737,2,1
97688,739,1,1
97688,742,2,1
97688,744,2,1
97688,748,1,1
97688,751,3,1
97688,754,1,1
98376,731,1,1
98376,734,2,1
98376,738,1,1
98376,740,2,1
98376,742,1,1
98376,746,2,1
98376,748,2,1
98376,752,2,1
107403,731,1,1
107403,734,1,1
107403,737,3,1
107403,740,1,1
107403,743,2,1
107403,749,1,1
107403,751,0,1
107403,755,2,1
107876,730,3,1
107876,732,4,1
107876,736,0,1
107876,737,3,1
107876,740,3,1
107876,745,1,1
107876,749,1,1
107876,752,0,1
108811,730,0,1
108811,732,2,1
108811,734,0,1
108811,738,2,1
108811,743,2,1
108811,749,0,1
108811,751,1,1
108811,754,2,1
109530,730,7,2
109530,732,1,1
109530,735,3,1
109530,739,3,1
109530,743,1,1
109530,745,0,1
109530,750,7,2
109530,753,7,1
109530,757,2,1
112448,730,6,1
112448,735,6,1
112448,739,1,1
112448,743,2,1
112448,745,7,2
112448,747,3,1
112448,749,0,1
112448,752,1,1
114455,730,3,1
114455,734,1,1
114455,738,2,1
114455,745,3,1
114455,746,2,1
114455,748,2,1
114455,751,1,1
114455,755,0,1
114464,732,2,1
114464,734,0,1
114464,738,2,1
114464,743,3,1
114464,745,1,1
114464,747,3,1
114464,750,2,1
114464,753,3,1
114587,730,2,1
114587,734,1,1
114587,736,7,2
114587,739,1,1
114587,744,2,1
114587,746,4,1
114587,750,3,1
114587,754,1,1
115539,730,6,1
115539,734,2,1
115539,740,1,1
115539,743,0,1
115539,744,2,1
115539,750,3,1
115539,753,1,1
115539,756,7,2
116298,732,8,3
116298,735,7,1
116298,739,7,1
116298,743,2,1
116298,746,0,1
116298,748,2,1
116298,751,4,1
116298,753,2,1
116771,735,7,2
116771,738,3,1
116771,740,2,1
116771,746,0,1
116771,748,1,1
116771,750,0,1
116771,753,2,1
116771,755,3,1
117030,731,1,1
117030,733,1,1
117030,735,2,1
117030,738,2,1
117030,742,5,1
117030,748,7,2
117030,749,7,1
117030,752,7,2
117189,730,7,2
117189,733,1,1
117189,736,0,1
117189,739,0,1
117189,741,2,1
117189,746,5,1
117189,750,2,1
117189,755,2,1
118075,732,2,1
118075,734,2,1
118075,739,1,1
118075,743,1,1
118075,746,3,1
118075,750,5,1
118075,754,3,1
118075,756,2,1
119287,732,2,1
119287,735,2,1
119287,741,3,1
119287,744,2,1
119287,746,3,1
119287,750,3,1
119287,753,2,1
119287,756,3,1
119608,730,6,1
119608,736,1,1
119608,738,3,1
119608,741,3,1
119608,745,1,1
119608,749,2,1
119608,753,3,1
119608,755,4,1
121079,731,7,1
121079,736,7,2
121079,738,2,1
121079,740,2,1
121079,742,0,1
121079,747,4,1
121079,753,3,1
121079,756,2,1
121742,732,4,1
121742,735,3,1
121742,738,5,1
121742,740,1,1
121742,744,7,1
121742,749,3,1
121742,751,0,1
121742,754,0,1
122902,731,4,1
122902,736,7,1
122902,739,3,1
122902,741,2,1
122902,745,1,1
122902,748,4,1
122902,750,2,1
122902,753,2,1
123380,730,2,1
123380,736,2,1
123380,738,3,1
123380,741,3,1
123380,745,1,1
123380,749,2,1
123380,753,3,1
123380,755,4,1
123449,730,7,1
123449,735,7,3
123449,738,2,1
123449,744,0,1
123449,745,3,1
123449,747,8,4
123449,752,2,1
123449,756,2,1
123850,731,3,1
123850,735,1,1
123850,737,5,1
123850,741,4,1
123850,743,1,1
123850,745,3,1
123850,750,7,2
123850,752,2,1
124553,731,2,1
124553,735,5,1
124553,738,1,1
124553,740,3,1
124553,745,7,3
124553,747,6,1
124553,751,0,1
124553,755,7,1
124806,730,1,1
124806,732,7,1
124806,735,1,1
124806,739,2,1
124806,741,2,1
124806,744,1,1
124806,749,7,2
124806,753,3,1
125158,732,0,1
125158,735,7,1
125158,738,3,1
125158,743,1,1
125158,746,4,1
125158,748,2,1
125158,750,2,1
125158,755,1,1
126561,731,0,1
126561,735,0,1
126561,738,3,1
126561,741,2,1
126561,745,2,1
126561,747,0,1
126561,752,8,4
126561,755,3,1
127009,730,4,1
127009,732,2,1
127009,737,1,1
127607,733,3,1
127607,736,4,1
127607,740,1,1
127607,743,0,1
127607,744,2,1
127607,750,3,1
127607,753,1,1
127607,756,7,2
127790,732,1,1
127790,734,2,1
127790,741,3,1
127790,743,3,1
127790,748,2,1
127790,750,3,1
127790,753,1,1
127790,757,1,1
129288,733,5,1
129288,735,5,1
129288,742,2,1
129288,746,1,1
129288,750,1,1
129288,752,2,1
129288,754,1,1
129288,756,0,1
131415,732,3,1
131415,734,3,1
131415,736,4,1
131415,740,4,1
131415,745,2,1
131415,751,3,1
131415,753,3,1
131415,756,0,1
131940,730,1,1
131940,731,1,3
131940,731,3,11
131940,732,2,9
131940,732,3,12
131940,733,6,12
131940,734,6,4
131940,735,4,3
131940,735,6,9
131940,736,1,1
131940,737,6,4
131940,738,7,10
131940,739,6,10
131940,740,2,10
131940,740,7,11
131940,748,0,1
131940,748,7,18
131940,749,2,7
131940,749,3,12
131940,749,3,12
