5,5
3,1
3,7
3,4
5,7
3,6
5,2
3,7
6,7
1,1
5,4
5,6
6,6
6,6
3,4
5,4
4,7
5,5
3,3
1,7
3,7
6,5
7,4
5,5
7,7
5,5
2,7
5,5
5,1
5,4
1,6
5,5
5,3
5,2
3,1
7,2
5,5
4,2
1,2
5,5
5,3
6,4
3,2
5,3
6,5
3,2
6,6
6,2
7,7
6,4
1,2
3,5
6,4
3,6
3,5
