642,512
643,290
643,444
643,1539
645,892
646,255
646,363
647,161
647,181
647,214
647,222
648,128
648,303
649,175
649,199
650,42
655,123
656,28
657,25
657,34
657,44
658,51
658,74
658,91
659,62
701,65
701,222
702,170
703,121
703,267
704,164
704,629
705,201
705,888
706,254
706,375
707,341
713,38
714,9
717,646
718,223
721,15
722,93
630,137
632,27
632,51
632,112
632,114
633,122
634,64
634,132
635,59
635,87
636,57
636,66
636,284
637,210
637,230
637,443
637,486
638,290
638,403
638,436
639,1531
640,890
641,266
641,371
642,171
642,177
642,201
642,213
642,302
643,142
643,470
644,88
644,140
644,636
645,69
645,115
646,59
646,69
646,200
647,254
647,417
647,665
648,108
648,147
649,126
650,63
650,114
651,61
653,90
654,171
700,49
700,105
703,46
704,115
705,33
706,93
707,161
707,459
707,682
708,324
709,207
709,857
710,89
721,202
725,169
727,167
729,281
630,193
630,272
631,31
631,93
631,256
632,596
633,99
634,136
634,332
635,55
635,63
635,87
636,68
636,285
637,212
637,397
637,418
637,517
638,298
638,451
638,1523
640,228
640,893
641,224
641,242
641,382
642,222
642,234
643,34
643,45
649,123
649,236
650,108
650,199
651,269
651,293
652,79
652,139
652,141
653,22
653,33
653,150
700,67
700,67
700,142
705,116
705,130
710,153
711,40
711,77
713,35
716,13
717,72
717,90
719,69
719,86
719,92
719,115
720,105
720,145
721,68
721,71
722,87
722,123
722,140
723,17
723,228
726,34
726,74
726,120
727,155
728,51
728,106
729,80
729,128
730,212
630,68
630,293
632,69
632,186
632,2060
634,248
634,830
635,210
635,432
635,509
636,294
636,402
636,436
637,1556
638,891
639,366
640,220
640,222
640,251
641,37
641,236
643,34
644,58
646,29
649,10
651,68
651,152
652,72
652,93
652,99
653,92
653,126
654,122
656,179
657,133
657,136
657,155
705,138
706,118
707,147
708,90
708,155
708,678
709,460
710,193
710,330
718,248
719,79
719,123
720,303
720,415
721,148
721,369
721,644
722,344
723,103
723,374
724,122
724,381
725,36
725,459
726,543
727,277
727,709
728,88
728,218
728,226
729,62
729,334
730,168
730,293
630,91
630,342
631,153
631,157
631,265
632,93
634,607
635,153
635,214
636,120
637,120
637,216
638,168
641,115
641,401
642,275
643,201
643,301
643,1022
644,132
644,235
647,34
648,103
648,255
649,107
649,110
649,197
649,200
650,57
650,194
651,217
654,130
654,302
655,56
655,73
655,231
656,150
656,326
657,156
704,825
705,179
706,137
706,321
707,123
707,129
708,57
708,93
708,99
708,109
709,123
709,306
710,136
713,130
714,128
714,306
716,82
717,45
718,88
718,137
718,353
719,51
719,140
719,256
720,30
721,49
724,13
630,147
630,233
631,118
631,132
631,158
631,183
632,177
632,187
632,239
633,90
633,152
633,186
634,235
634,595
634,998
636,506
636,547
637,1399
639,53
639,117
639,155
641,176
641,312
649,182
649,437
653,301
654,178
654,419
655,69
658,47
658,49
658,110
658,371
659,312
659,715
700,339
700,490
700,719
701,438
701,504
701,777
702,2056
703,258
703,452
704,255
704,420
705,17
706,719
707,198
707,251
708,55
709,69
709,82
710,190
711,93
711,116
712,48
713,16
713,46
713,170
714,296
715,531
716,76
716,123
716,141
716,233
717,139
717,191
717,240
721,139
722,102
724,57
724,121
724,177
725,105
725,119
725,169
726,114
726,138
726,218
729,106
729,325
630,40
630,125
631,63
631,64
631,243
634,105
634,423
635,147
635,248
636,30
636,262
637,55
637,93
637,232
638,50
639,78
640,64
640,114
640,188
641,30
641,65
641,93
642,103
647,91
649,18
649,150
651,77
651,147
651,179
652,76
652,128
652,222
658,123
658,417
702,131
702,261
703,73
703,74
703,176
704,66
704,71
704,150
705,66
706,91
706,137
707,123
719,56
719,84
719,117
719,147
721,103
721,263
724,112
727,334
728,109
728,150
728,362
729,124
729,383
730,82
730,462
630,164
631,91
631,91
631,122
632,98
632,114
632,159
636,114
636,163
638,170
638,307
644,445
645,173
645,305
646,78
646,111
646,177
654,150
655,505
655,731
656,431
656,492
656,770
657,2073
658,479
706,100
707,397
708,234
708,277
709,104
709,269
709,273
710,58
710,122
710,203
710,279
711,311
711,1029
716,102
716,228
717,216
717,249
717,336
718,182
718,194
718,216
718,291
719,57
719,208
720,36
722,34
722,56
723,112
724,36
724,274
725,200
725,521
726,80
726,301
728,220
729,158
729,198
729,231
730,130
730,148
633,355
633,518
634,64
634,169
635,109
635,123
636,66
638,33
639,309
640,27
645,194
646,180
649,641
650,117
651,66
651,160
652,133
653,56
653,84
653,151
653,169
654,32
654,46
654,138
655,165
655,201
701,394
702,122
702,282
703,199
704,303
704,1045
705,2105
706,444
707,97
707,448
708,197
709,38
710,66
712,108
713,87
713,137
713,233
714,74
714,84
714,157
714,172
715,124
716,150
716,174
717,91
717,121
719,86
719,114
720,92
720,187
721,99
728,107
728,278
729,94
729,280
630,174
633,39
634,42
634,76
634,132
635,194
635,229
636,429
636,2061
638,233
638,822
639,235
639,237
639,426
639,491
640,282
640,397
641,439
641,1520
642,231
642,380
643,324
643,758
644,197
644,922
645,380
645,1165
646,255
648,1193
649,568
650,156
650,419
650,525
651,170
651,193
651,198
651,213
652,844
653,230
653,695
654,178
654,270
654,1175
656,433
656,1016
657,733
700,218
700,335
700,407
701,482
701,627
702,2513
703,114
703,189
703,1191
704,94
704,120
705,92
705,150
705,411
705,575
630,88
630,121
630,221
631,21
631,344
634,152
634,153
635,124
635,136
636,90
637,45
637,204
638,164
639,43
639,213
640,570
641,101
641,163
641,279
642,215
642,232
642,415
642,516
643,292
643,394
643,453
644,1512
645,362
645,781
646,321
646,913
647,120
647,170
648,80
649,82
650,101
651,173
700,72
701,12
702,274
702,432
706,77
707,80
713,88
713,287
714,78
714,208
714,231
715,143
716,116
717,74
717,82
717,219
717,339
718,67
719,21
724,70
725,82
725,96
725,155
725,223
726,68
726,160
727,365
728,84
728,116
728,342
729,81
729,116
729,410
730,154
630,133
630,170
630,248
631,193
631,240
631,1439
633,251
633,453
633,602
634,259
634,363
634,542
635,153
635,179
635,213
635,226
636,135
636,308
636,463
637,641
638,88
638,152
639,111
640,63
641,50
641,76
642,18
642,30
642,70
642,104
643,87
644,74
645,101
650,75
650,78
652,33
653,131
656,37
656,145
657,766
658,107
659,59
659,170
700,145
700,160
701,38
701,53
701,73
702,118
702,142
702,155
703,172
704,50
704,158
708,144
709,85
709,152
710,152
711,194
712,155
712,170
713,82
720,65
724,145
724,330
725,54
725,152
630,128
630,134
630,204
630,276
631,281
632,17
632,68
632,246
633,137
634,128
635,1896
636,675
