630,258
630,258
631,49
631,80
631,486
632,125
633,31
633,75
633,77
633,93
633,204
634,58
634,160
635,57
635,246
635,583
636,484
637,72
638,86
638,122
639,144
639,234
640,179
640,2127
641,445
642,678
642,2093
643,291
644,91
644,312
647,318
649,182
649,301
650,135
654,140
654,235
654,267
655,68
655,84
656,154
656,158
656,184
657,85
657,259
658,47
659,71
659,71
659,72
700,81
701,87
701,124
701,146
701,180
702,42
702,377
703,177
705,189
706,28
706,70
709,103
710,141
712,157
716,81
717,88
717,88
630,63
630,66
630,112
630,123
632,43
639,136
642,180
643,643
644,246
644,265
645,57
646,31
647,96
648,63
648,75
648,93
649,78
649,129
649,207
650,56
650,156
652,119
652,582
655,51
656,74
656,501
657,137
658,309
658,1073
659,104
659,275
700,113
700,278
701,212
701,284
701,1045
702,2120
704,96
704,430
705,212
705,446
706,491
707,37
707,95
708,131
708,170
709,254
710,75
710,93
710,112
711,86
711,96
711,351
712,67
712,171
713,22
713,86
713,129
713,150
714,56
714,81
714,186
715,60
717,77
717,89
718,78
718,92
719,114
719,177
720,273
721,78
721,89
722,121
722,149
723,258
723,283
724,74
724,134
630,110
630,180
631,59
631,120
631,169
632,212
632,645
633,27
633,129
634,61
634,89
635,229
635,270
635,421
635,506
636,226
636,400
637,293
637,450
637,1540
638,895
640,216
640,218
640,250
640,372
641,162
641,180
641,301
642,136
642,149
642,173
642,459
648,92
649,51
650,476
651,117
651,142
651,339
652,81
652,168
653,39
654,150
654,241
655,80
656,67
657,423
657,469
658,64
658,113
659,18
659,108
701,73
701,91
701,99
702,176
704,90
705,34
705,41
705,75
707,32
707,194
708,29
630,225
630,270
630,429
630,502
631,234
631,291
631,393
632,430
632,1548
633,903
635,218
635,224
635,250
635,364
636,231
636,318
637,75
638,28
638,49
640,70
640,143
641,86
646,79
647,139
647,153
647,165
648,61
651,107
652,50
652,71
652,72
653,104
653,158
654,71
654,92
654,127
655,46
655,90
655,145
656,142
657,106
657,111
657,135
657,239
658,132
658,140
658,338
659,56
659,109
659,670
700,137
701,161
701,683
702,461
703,202
703,321
703,891
704,247
704,369
705,350
710,35
711,40
711,104
711,140
714,15
715,108
716,88
717,73
717,118
718,84
718,89
718,164
719,80
719,120
721,116
721,143
722,251
725,124
726,25
726,123
726,195
727,74
727,78
630,110
630,190
631,94
631,137
631,196
631,523
633,135
633,404
633,648
635,168
635,1264
637,130
637,165
637,236
638,107
638,113
638,344
639,30
639,114
639,118
639,136
640,57
640,86
641,56
641,57
641,122
641,130
642,67
642,70
642,146
642,157
643,84
646,132
647,132
648,79
649,160
650,13
650,36
651,15
652,7
653,55
654,173
655,120
655,128
655,235
656,29
656,257
657,48
657,138
657,626
658,206
658,328
659,198
659,920
700,357
700,1177
701,257
703,1187
704,103
704,165
705,32
706,24
706,730
707,303
708,264
709,150
709,490
710,178
710,200
711,61
711,209
712,77
712,288
713,195
713,550
716,861
633,187
633,290
634,107
636,21
636,156
636,221
637,264
637,342
637,1151
638,173
639,118
642,98
643,72
644,154
644,175
645,48
645,115
645,137
645,239
647,31
648,14
648,326
649,137
649,316
650,136
651,23
651,161
651,169
652,70
652,116
652,133
653,81
653,96
653,147
654,17
654,104
656,162
658,73
710,129
710,405
710,645
712,174
712,1275
713,161
714,123
714,235
714,350
715,113
715,137
715,138
716,209
716,344
716,452
717,187
717,219
718,108
718,207
719,116
726,85
726,140
728,83
728,105
729,134
730,28
632,135
632,162
633,69
633,80
633,93
634,87
635,74
635,137
635,139
636,175
636,250
637,67
638,36
638,87
638,291
639,254
639,260
639,317
640,715
641,43
641,109
642,375
642,597
643,268
643,363
643,538
644,155
644,179
644,213
644,227
645,132
645,313
645,454
646,632
647,96
647,111
647,136
648,66
648,73
650,71
651,124
651,197
651,242
652,366
656,22
659,81
659,242
705,71
708,18
709,97
709,129
710,37
710,143
711,110
713,99
714,24
714,26
714,27
715,125
715,145
716,81
630,169
630,249
631,146
631,181
631,239
631,594
632,992
633,543
634,513
635,1385
636,163
637,118
638,168
638,308
647,435
648,180
701,109
702,65
702,225
703,100
703,193
706,109
707,140
707,215
707,763
708,103
708,345
709,26
709,382
710,308
710,343
710,685
711,450
711,503
711,705
712,485
712,777
713,2096
714,227
714,820
715,232
715,420
715,500
716,238
716,389
717,292
717,439
717,1538
719,322
719,390
719,762
720,336
720,929
721,273
721,1205
722,2315
723,1172
724,97
724,175
724,185
725,725
726,301
728,375
729,284
730,188
730,542
630,85
630,97
630,248
631,27
631,109
631,153
632,42
632,124
633,97
635,99
641,83
642,252
642,318
643,713
644,68
644,113
644,364
645,357
645,604
646,285
646,604
647,251
647,504
647,1135
648,465
649,338
649,409
650,339
650,828
651,566
651,1029
652,2134
653,461
653,665
654,2098
655,575
656,36
656,189
657,71
657,250
658,110
658,118
659,77
659,115
659,159
659,205
700,80
700,644
701,254
702,54
702,260
703,80
703,148
703,161
704,85
704,165
705,20
705,138
706,171
707,181
707,226
707,295
708,68
630,29
634,599
635,255
635,300
635,440
636,636
637,798
638,43
638,230
639,137
639,171
639,335
640,221
641,147
641,253
642,43
642,134
643,113
643,185
643,230
644,342
645,14
646,104
647,95
648,80
648,141
649,82
649,119
649,128
650,78
650,87
650,102
650,158
655,59
655,98
656,89
656,104
657,117
657,140
657,313
658,16
658,71
658,89
659,60
659,157
659,290
700,38
700,133
701,88
701,96
702,118
702,137
704,71
706,13
707,140
708,25
708,86
709,128
714,75
714,200
724,75
630,108
630,120
630,125
631,83
631,96
632,108
632,152
632,244
633,121
634,25
634,38
634,53
635,98
638,27
639,16
641,8
641,173
643,81
643,314
644,257
644,705
645,51
645,76
645,114
646,366
646,610
647,346
647,613
648,258
648,288
648,504
649,1134
650,331
650,380
650,463
651,347
651,838
652,287
652,369
652,559
653,1031
654,2139
655,423
655,673
656,2108
657,294
657,313
658,322
658,326
659,288
659,364
700,106
700,206
700,382
701,144
702,51
706,80
707,52
708,51
708,193
710,46
710,156
711,86
711,120
713,75
714,158
630,324
630,330
631,97
632,117
632,190
633,192
633,209
634,598
635,137
637,66
638,54
638,87
641,209
641,283
641,434
642,236
642,387
642,502
643,298
643,446
644,1516
645,400
645,758
646,331
646,909
647,121
647,171
648,233
650,46
651,77
652,70
652,114
652,121
653,78
657,125
657,415
703,49
703,355
704,424
704,497
705,162
706,171
707,493
707,658
708,16
709,51
709,233
711,220
715,127
715,412
716,344
717,33
717,67
719,140
719,170
719,185
720,163
720,192
720,583
721,560
722,2297
723,1201
724,101
724,165
724,184
725,723
726,305
728,371
730,193
730,289
630,44
630,198
631,172
632,140
632,175
632,319
633,540
634,646
635,206
636,25
637,62
637,88
637,128
638,54
640,35
641,231
641,274
641,410
642,228
642,393
