loss,mape,val_loss,val_mape
0.024042204022407532,51983.9296875,0.010199110023677349,444785.6875
0.010086439549922943,46143.62109375,0.00937462318688631,327799.65625
0.009132608771324158,41110.60546875,0.008220791816711426,238110.1875
0.0081204604357481,21546.068359375,0.007279094308614731,221101.734375
0.007544483058154583,28194.09375,0.007027755957096815,100756.0703125
0.006450900807976723,23398.966796875,0.005420989356935024,237629.453125
0.005690491758286953,30096.5234375,0.00529136136174202,237558.0
0.005136444233357906,42782.20703125,0.004878436215221882,127782.3984375
0.004855127073824406,24914.548828125,0.0037366559263318777,272640.75
0.004624154884368181,34131.70703125,0.00342745054513216,165148.140625
0.004518469795584679,26280.638671875,0.005120712332427502,269327.90625
0.004158166237175465,17113.01171875,0.003499411279335618,96095.2734375
0.004106008913367987,13586.5302734375,0.0037487295921891928,116086.015625
0.003855169052258134,18985.373046875,0.0033214264549314976,223757.984375
0.0036907345056533813,19421.830078125,0.0031199415680021048,220519.953125
0.003642760217189789,32517.900390625,0.0031477054581046104,176878.890625
0.0034241359680891037,32075.658203125,0.0036803612019866705,359382.03125
0.003518164623528719,27382.466796875,0.003248458029702306,167129.875
0.003379751928150654,28473.16015625,0.00353646301664412,231457.40625
0.0033790948800742626,18126.37109375,0.002927354071289301,205046.453125
0.003257175674661994,16175.763671875,0.0029936691280454397,153835.203125
0.0032280683517456055,23102.001953125,0.0032308923546224833,249747.3125
0.003193487646058202,21931.748046875,0.002844836562871933,169622.96875
0.0031991293653845787,27314.46484375,0.003118436550721526,281238.75
0.0031588496640324593,17290.234375,0.003003947203978896,120490.1484375
0.00304823974147439,19120.064453125,0.0027716525364667177,195920.578125
0.003133404767140746,20383.474609375,0.002735760761424899,165503.0
0.0029933711048215628,16612.126953125,0.0029412966687232256,271013.6875
0.002993870060890913,30362.177734375,0.0029491030145436525,79072.03125
0.0029921436216682196,21077.7890625,0.0028317421674728394,170138.328125
0.002948804758489132,23633.650390625,0.002788231009617448,196114.6875
0.002929836744442582,18290.181640625,0.0027564626652747393,198443.796875
0.0029525994323194027,18834.919921875,0.0029850963037461042,206825.171875
0.0029645480681210756,25423.240234375,0.0027354008052498102,121153.359375
0.0028654008638113737,24197.609375,0.0027901874855160713,238224.0
0.002870870754122734,22085.677734375,0.0028548059053719044,207254.828125
0.002858958439901471,24434.384765625,0.002630734583362937,135559.578125
0.002818017965182662,23048.013671875,0.002861803164705634,65439.875
0.0028499579057097435,13998.2607421875,0.002661640988662839,117900.359375
0.002832098864018917,23455.435546875,0.002623216947540641,209033.09375
0.002821104135364294,19197.39453125,0.00270070880651474,153828.015625
0.0028189534787088633,17803.607421875,0.0027305218391120434,88656.21875
0.0027825210709124804,18330.01953125,0.002634611213579774,139291.40625
0.0027747766580432653,21702.1171875,0.0026873494498431683,237371.921875
0.0027488472405821085,16933.287109375,0.0026550348848104477,169731.875
0.0027839725371450186,24092.681640625,0.0026957017835229635,161480.828125
0.0027485943865031004,24242.703125,0.0029392822179943323,227769.640625
0.002736940747126937,19752.033203125,0.0029719150625169277,253868.375
0.0027767892461270094,16905.75,0.0026002242229878902,142180.734375
0.0027182844933122396,19542.458984375,0.0026667295023798943,197794.296875
0.0027468090411275625,12697.9130859375,0.002612961223348975,120735.296875
0.002747297752648592,16926.900390625,0.002917845733463764,141552.140625
0.002751721302047372,17498.392578125,0.0027471354696899652,245230.375
0.002699960023164749,17361.650390625,0.002581410575658083,131895.78125
0.002698602620512247,21498.642578125,0.0026432001031935215,105758.4609375
0.0027289963327348232,21266.990234375,0.0027530125807970762,136135.921875
0.002740086754783988,18355.099609375,0.0025843146722763777,116819.5390625
0.002690351102501154,16325.1787109375,0.0026402317453175783,195497.21875
0.002676678355783224,24169.005859375,0.0025395897682756186,140601.046875
0.002703797770664096,26863.544921875,0.002681297017261386,105808.2265625
0.002705005230382085,17006.2421875,0.0028427548240870237,227038.890625
0.0026673420798033476,21185.818359375,0.00258920737542212,105992.53125
0.0027130700182169676,19095.251953125,0.0026092100888490677,107350.640625
0.0026576011441648006,22614.072265625,0.0025426240172237158,175215.421875
0.0027079610154032707,18071.67578125,0.0027597795706242323,269631.03125
0.0026743458583950996,18946.73046875,0.0027442455757409334,238643.53125
0.0026600027922540903,16799.615234375,0.002550646895542741,141028.921875
0.0026856500189751387,16298.822265625,0.0025722438003867865,152931.296875
0.002649501897394657,25197.095703125,0.002660064958035946,171760.921875
0.0026787554379552603,14512.9853515625,0.002683649305254221,226204.046875
0.002696658717468381,16293.5234375,0.0026022789534181356,225112.265625
0.0026862118393182755,19861.521484375,0.0026175014209002256,161919.140625
0.002634371630847454,17402.748046875,0.002534396480768919,151461.265625
0.002640720922499895,17488.357421875,0.0026256805285811424,119293.5625
0.002682968508452177,23741.2265625,0.0025661992840468884,166844.21875
0.002654720563441515,19922.822265625,0.0025417807046324015,129010.0390625
0.002646861132234335,18664.6171875,0.0026171556673943996,129197.484375
0.0026511598844081163,19620.728515625,0.0027037225663661957,195724.46875
0.002666831947863102,18197.2734375,0.002697875490412116,106385.484375
0.00264470255933702,24100.130859375,0.0026066398713737726,88439.2109375
0.0026265529450029135,18308.916015625,0.00255884462967515,135155.75
0.0026328510139137506,16742.830078125,0.002695284551009536,245806.328125
0.002652194118127227,17878.009765625,0.0025330930948257446,133864.765625
0.0026396182365715504,18169.8828125,0.0025753150694072247,133756.6875
0.0026383206713944674,17609.060546875,0.0025434091221541166,104597.78125
0.0026318752206861973,15500.482421875,0.002553300466388464,165200.984375
0.00262536876834929,13204.8564453125,0.00257919542491436,138606.5625
0.0026069229934364557,18248.44921875,0.002584676258265972,148094.296875
0.002648224588483572,15408.283203125,0.002655132208019495,136446.765625
0.0026077888906002045,19387.490234375,0.0026927462313324213,142166.734375
0.0026170630007982254,17809.537109375,0.0025428012013435364,105474.625
0.002632942283526063,21089.00390625,0.002547246403992176,123367.859375
0.0026351704727858305,21497.701171875,0.0025961974170058966,173128.34375
0.00262941955588758,22079.91796875,0.002504372503608465,143845.46875
0.002637189347296953,21252.1015625,0.0025035892613232136,151426.125
0.0026072722394019365,15459.9091796875,0.0026739658787846565,196492.046875
0.002597370184957981,20495.099609375,0.002634450327605009,196836.109375
0.0026203515008091927,29964.140625,0.0025484603829681873,112944.4140625
0.0025978656485676765,17212.3046875,0.002661781618371606,84167.953125
0.0025986640248447657,19277.5078125,0.0024726721458137035,166599.296875
0.0025814217515289783,19434.822265625,0.0025094111915677786,175998.171875
0.0025988006964325905,16653.611328125,0.0025823863688856363,142136.640625
0.0026094636414200068,11787.2685546875,0.0026713956613093615,249927.546875
0.0026176278479397297,14494.82421875,0.002477954840287566,147998.3125
0.0025967988185584545,13312.9736328125,0.002666186774149537,172429.515625
0.0025916232261806726,17551.07421875,0.0026247024070471525,103579.09375
0.0025866010691970587,20813.3359375,0.0025241763796657324,198667.5625
0.0025667506270110607,18774.55859375,0.0024701200891286135,189803.640625
0.002585164736956358,17551.37109375,0.0026219033170491457,128534.046875
0.0025988463312387466,14670.7294921875,0.002462647622451186,188875.265625
0.0025897102896124125,16824.466796875,0.0024853094946593046,140515.390625
0.002586466958746314,18109.06640625,0.002475670538842678,154338.984375
